,Unnamed: 0,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
127,127,5e94e5dbe55dd0f9169ca56f,"any sdks your implementation receive from us are provided to you on an ""as is"" basis, without warranty of any kind.",['as-is and as-available'],1,1,0,1,0,0,0,1.0,1.0,I076758
128,128,5e94e5dbe55dd0f9169ca570,"Enforcement is both automated and manual, and can include disabling your app, restricting you and your app’s access to platform functionality, requiring that you delete data, terminating our agreements with you or any other action that we deem appropriate.","['changes to service', 'termination/suspension']",0,0,0,0,0,1,0,1.0,1.0,I831094
128,128,5e94e5dbe55dd0f9169ca570,"enforcement is both automated and manual, and can include disabling your app, restricting your application and your app’s access to platform functionality, requiring that you delete data, terminating our agreements with you or any other action that we deem appropriate.","['changes to service', 'termination/suspension']",0,1,0,1,0,1,0,1.0,1.0,I831094
128,128,5e94e5dbe55dd0f9169ca570,"enforcement is both automated and manual, and can include disabling your app, restricting your implementation and your app’s access to platform functionality, requiring that you delete data, terminating our agreements with you or any other action that we deem appropriate.","['changes to service', 'termination/suspension']",0,1,0,1,0,1,0,1.0,1.0,I831094
129,129,5e94e5dbe55dd0f9169ca571,Basic and Standard Ads API access may be downgraded to Development access after 30 days of non-use.,['changes to service'],0,0,0,0,0,0,0,1.0,1.0,I830949
130,130,5e94e5dbe55dd0f9169ca572,Don’t allow more than 50 ad creations a day per customer.,"['usage limits', 'technical requirements']",0,1,0,1,1,0,0,1.0,1.0,I831094
131,131,5e94e5dbe55dd0f9169ca573,Ensure that any data that is collected is anonymous.,"['privacy/data protection', 'data security standards']",0,0,0,0,0,0,0,0.0,1.0,
132,132,5e94e5dbe55dd0f9169ca574,"Don’t contact people in Messenger unless you, or the party to whom you are operating as a service provider, have the necessary consent to do so.","['data management and usage', 'consent']",0,0,0,1,0,1,0,1.0,1.0,I830949
132,132,5e94e5dbe55dd0f9169ca574,"don’t contact people in messenger unless you, or the party to whom your application are operating as a service provider, have the necessary consent to do so.","['data management and usage', 'consent']",0,1,0,1,0,1,0,1.0,1.0,I830949
132,132,5e94e5dbe55dd0f9169ca574,"don’t contact people in messenger unless you, or the party to whom your implementation are operating as a service provider, have the necessary consent to do so.","['data management and usage', 'consent']",0,1,0,1,0,1,0,1.0,1.0,I830949
133,133,5e94e5dbe55dd0f9169ca575,"Maintain a Facebook Page that provides customer support contact information, including your mailing address and one or more of the following: email address, web address, or telephone number.",['technical requirements'],0,0,0,1,0,0,0,1.0,1.0,I831094
134,134,5e94e5dbe55dd0f9169ca576,"After people interact with your business or Bot: You may message people within 24 hours of a person's interaction with your business or Bot (ex: messaging your Bot or interacting with a Messenger plugin on your website). Except as permitted below, and until the next interaction, you may send one additional message after this 24 hour period in order to follow up on your conversation. ",['technical requirements'],0,0,0,0,1,0,0,1.0,1.0,I830949
134,134,5e94e5dbe55dd0f9169ca576,"after people interact with your business or bot: your application may message people within 24 hours of a person's interaction with your business or bot (ex: messaging your bot or interacting with a messenger plugin on your website). except as permitted below, and until the next interaction, you may send one additional message after this 24 hour period in order to follow up on your conversation. ",['technical requirements'],0,1,0,1,1,0,0,1.0,1.0,I830949
134,134,5e94e5dbe55dd0f9169ca576,"after people interact with your business or bot: your implementation may message people within 24 hours of a person's interaction with your business or bot (ex: messaging your bot or interacting with a messenger plugin on your website). except as permitted below, and until the next interaction, you may send one additional message after this 24 hour period in order to follow up on your conversation. ",['technical requirements'],0,1,0,1,1,0,0,1.0,1.0,I830949
135,135,5e94e5dbe55dd0f9169ca577,. Message Templates and Tags: Only approved message templates and tags may be sent outside of the 24 hour period. Don’t use a message template or tag for a purpose other than its intended purpose,"['usage limits', 'data security standards', 'data management and usage']",0,0,0,1,0,0,0,1.0,1.0,I321911
136,136,5e94e5dbe55dd0f9169ca578,"Don't use any data obtained from us about the people you reach in Messenger, other than the content of message threads, for any purpose other than as reasonably necessary to support the message types you elect to use","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
136,136,5e94e5dbe55dd0f9169ca578,"don't use any data obtained from us about the people your application reach in messenger, other than the content of message threads, for any purpose other than as reasonably necessary to support the message types you elect to use","['privacy/data protection', 'data management and usage']",0,1,0,1,0,1,0,1.0,1.0,
136,136,5e94e5dbe55dd0f9169ca578,"don't use any data obtained from us about the people your implementation reach in messenger, other than the content of message threads, for any purpose other than as reasonably necessary to support the message types you elect to use","['privacy/data protection', 'data management and usage']",0,1,0,1,0,1,0,1.0,1.0,
137,137,5e94e5dbe55dd0f9169ca579," Don't include links to sites off Messenger where payment information is collected, without our prior permission.","['general requirements', 'data management and usage', 'privacy/data protection', 'payment']",0,0,0,1,1,0,0,1.0,1.0,I321911
138,138,5e94e5dbe55dd0f9169ca57a,Don't use Messenger Platform to sell digital goods.,['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
139,139,5e94e5dbe55dd0f9169ca57b,"The 2.0 version of the Apache License was approved by the ASF in 2004. The goals of this license revision have been to reduce the number of frequently asked questions, to allow the license to be reusable without modification by any project (including non-ASF projects)","['changes to terms', 'publicity', 'payment']",0,0,0,0,1,0,0,1.0,0.0,I831094
140,140,5e94e5dbe55dd0f9169ca57c,"For export restriction information, please consult our ASF Export Classifications page.",['general requirements'],0,0,0,0,1,0,0,1.0,1.0,I830949
141,141,5e94e5dbe55dd0f9169ca57d,"From wikipedia.org: A signature is a handwritten (and often stylized) depiction of someone's name or nickname, on documents as a proof of identity and intent.",[],1,0,0,0,0,0,0,1.0,1.0,I831094
142,142,5e94e5dbe55dd0f9169ca57e,"f classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, f","['data security standards', 'informed consent', 'other tags']",0,0,0,0,0,0,0,1.0,0.0,I830949
143,143,5e94e5dbe55dd0f9169ca57f,"2 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of",['other tags'],1,1,0,0,0,0,0,1.0,1.0,I831094
144,144,5e94e5dbe55dd0f9169ca580,"s now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various ","['app certification', 'hello', ' hello', ' nohello']",0,1,0,1,0,0,0,1.0,0.0,I831094
145,145,5e94e5dbe55dd0f9169ca581,"efined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsu","['use/modification of sap content', 'changes to terms', 'other', ' other1', ' other2', ' other3']",0,0,0,0,0,0,0,1.0,0.0,I830949
146,146,5e94e5dbe55dd0f9169ca582,and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum,"['monitor/audit', 'termination/suspension']",0,0,0,0,1,0,0,1.0,0.0,I831094
147,147,5e94e5dbe55dd0f9169ca583,"the leap into electronic typesetting, remaining essentially unchanged. It w",['changes to service'],0,0,0,0,0,0,0,1.0,0.0,I830949
148,148,5e94e5dbe55dd0f9169ca584,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?","['monitor/audit', 'termination/suspension', 'test', ' test2']",0,0,0,0,1,0,0,1.0,0.0,I831094
